name,url,rating,number_of_ratings,price,asin,Manufacturer,Product Details,Details
Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C6N3MYL2/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1690028109&sr=8-62,3.7 out of 5 stars,147,599,B0C6N3MYL2,Half_Moon,"This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.
Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.
Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.
Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.
FEATURES: 15.6 inch Laptop compartment, Internal Organiser, Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, etc","Product Dimensions : 45 x 33 x 25 cm; 450 Grams
Date First Available : 30 May 2023
Manufacturer : Half_Moon
ASIN : B0C6N3MYL2
Item model number : Aztec35_MT
Country of Origin : India
Department : unisex-adult
Manufacturer : Half_Moon
Item Weight : 450 g
Item Dimensions LxWxH : 45 x 33 x 25 Centimeters"
Half Moon Valex Unisex School Bag/Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,https://www.amazon.in/Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1690028109&sr=8-63,3.7 out of 5 stars,60,649,B0C1NZLF67,Half_Moon,"Trendy Design: The Laptop bag for men features a unique, trendy design that makes it stand out from other laptop backpacks. It's perfect for individuals who want to express their style while carrying their laptop.
Secure Laptop Compartment: The 17-inch padded compartment in laptop backpack for men / Laptop bag for men provides secure storage for your device. The padding ensures that your laptop is protected from scratches and bumps while you're on the move.
Front Pockets: The small pockets in College Bags for men / College bag for women in Second Compartment provide easy access to smaller items like your phone, wallet, and keys. These pockets are convenient and ensure that you don't have to dig through the main compartment to find what you need.
Strong Built: The Laptop bag for men is built with strong zippers and stitching that can withstand daily wear and tear. This ensures that your belongings are kept safe and secure in college bag for girls and the backpack for men can hold up to daily use.
Comfortable to Wear: The Laptop bag for men / backpack for men is designed for maximum comfort. The padded shoulder straps and back panel provide added comfort, reducing strain on your back and shoulders while carrying the laptop backpack. This makes it easy to wear the backpack for extended periods of time, whether you're commuting to work or school or going on a trip.","Product Dimensions : 20 x 32.5 x 47.5 cm; 470 Grams
Date First Available : 6 April 2023
Manufacturer : Half_Moon
ASIN : B0C1NZLF67
Item model number : Laptop Bag
Country of Origin : India
Department : mens
Manufacturer : Half_Moon
Item Weight : 470 g
Item Dimensions LxWxH : 20 x 32.5 x 47.5 Centimeters
Net Quantity : 1 Count
Generic Name : Backpack"
Lavie Sport Lino M Duffle Wheeler Bag for Travel | 2 Wheel Luggage Bag | Travel Bag with Adjustable Handle,https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Wheeler/dp/B0992JCN1W/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1690028109&sr=8-64,3.8 out of 5 stars,3267,749,B0992JCN1W,Bagzone Lifestyle Pvt Ltd,"The Lino M wheel Duffle Bag from Lavie Sport is a voluminous yet lightweight travel duffle. Made of high quality and durable materials, it provides the same function as a large-sized suitcase.Perfect travel duffle for weekend getaways.
Built to last: This duffle bag for travel features a fully lined interior and is built with high-quality polyester fabric for utmost durability. Made from water repellent & wear-resistant material & premium zippers, makes it a super durable and lightweight all-weather travel duffle bag.
Plenty of Space & Easy to carry: The front side features a zippered pocket that is perfect to store quick access essentials. Lino luggage bags for travel has sturdy heavy-duty treaded rubber wheels in a protective wheel housing for smooth mobility and maximum durability.
External Dimension: Length – 53cm, Width – 24cm Height – 29cm, Weight – 1.8 Kg Capacity – 50 litres.
Manufacturer warranty - 2 years","Product Dimensions : 18 x 36 x 65 cm; 1.15 Kilograms
Date First Available : 9 July 2021
Manufacturer : Bagzone Lifestyle Pvt Ltd
ASIN : B0992JCN1W
Item model number : DGGE038040M2
Country of Origin : India
Department : unisex-adult
Manufacturer : Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093
Packer : Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093
Importer : Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093
Item Weight : 1 kg 150 g
Item Dimensions LxWxH : 18 x 36 x 65 Centimeters
Net Quantity : 1 Count
Included Components : 1
Generic Name : Duffle Bag"
Wesley 15 Liter Casual Daypack Backpack,https://www.amazon.in/Wesley-Liter-Casual-Daypack-Backpack/dp/B0BVVY98PZ/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1690028109&sr=8-65,3.8 out of 5 stars,66,168,B0BVVY98PZ,Wesley,"Care Instructions: Hand Wash Only
Wesley Daypack","Product Dimensions : 13 x 27 x 41 cm; 340 Grams
Date First Available : 15 February 2023
Manufacturer : Wesley
ASIN : B0BVVY98PZ
Item model number : Daypack
Country of Origin : India
Department : unisex-adult
Manufacturer : Wesley, Longani Trading Company
Packer : Longani Trading Company
Item Weight : 340 g
Item Dimensions LxWxH : 13 x 27 x 41 Centimeters
Net Quantity : 1 Count
Generic Name : Wesley Daypack"
"Walkent Stylish 15.6"" Laptop Bag (Model Ritzy) Hi-Quality PU, Waterproof, Anti Theft, External USB, Scratch Resistant for Office College Men Women",https://www.amazon.in/Ritzy-Waterproof-Hi-Quality-External-Resistant/dp/B09Q172X7J/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1690028109&sr=8-66,4.3 out of 5 stars,117,2809,B09Q172X7J,"Walkent, Walkentstore@gmail.com, Contact: +91 8001655655","WALKENT Ritzy Laptop Bag elevates your professional look - the perfect blend of style and function
Ritzy Laptop Bag is designed with a water-resistant and scratch-resistant outer layer and high-quality PU/faux leather, this bag offers maximum protection for your laptop and other essentials
With multiple compartments, cushioned laptop compartment, side bottle pockets, and anti-theft pockets, you can stay organized and secure on the go
Enjoy ultimate comfort with the cushioned and padded shoulder straps and back, as well as the durable leather handle
Ideal for 15.6 inch laptops and 10.2 inch tablets, the Walkent Ritzy laptop bag is the ultimate accessory for professionals and students alike who demand style and functionality in their everyday lives
› See more product details","Walkent Stylish 15.6"" Laptop Bag Information
Technical Details
Brand Walkent
Manufacturer Walkent, Walkentstore@gmail.com, Contact: +91 8001655655
Series Ritzy
Colour Beige
Item Height 44 Centimeters
Item Width 31 Centimeters
Product Dimensions 17 x 31 x 44 cm; 1.08 Kilograms
Item model number Ritzy
Manufacturer Walkent
Country of Origin China
Item Weight 1 kg 80 g
Additional Information
ASIN B09Q172X7J
Customer Reviews 4.3
118 ratings
4.3 out of 5 stars
Best Sellers Rank #1,067 in Computers & Accessories (See Top 100 in Computers & Accessories)
#8 in Laptop Messenger & Shoulder Bags
Date First Available 20 December 2022
Packer Walkent Store, email: walkentstore@gmail.com, Ph: 8001655655
Importer Walkent Store, email: walkentstore@gmail.com, Ph: 8001655655
Item Dimensions LxWxH 17 x 31 x 44 Centimeters
Net Quantity 1 Count
Generic Name Backpack
Feedback
Would you like to tell us about a lower price?"
"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag",https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1690028109&sr=8-67,4.3 out of 5 stars,1287,1099,B078J63VRY,No,"Care Instructions: Hand Wash Only
Water Proof with attached Rain cover.
Reflective Printing and in Built Laptop sleeve
3 compartment, 1 pockets and 2 Bottle pouch.
Comes with the F Gear promise of quality.
Size(Hxlxw)Cm-(50x31x21)","Is Discontinued By Manufacturer : No
Product Dimensions : 20.32 x 31.75 x 50.8 cm; 730 Grams
Date First Available : 19 December 2017
Manufacturer : Uber Fashion Merchandise Pvt. Ltd.
ASIN : B078J63VRY
Item model number : Uber01030
Country of Origin : India
Department : unisex-adult
Manufacturer : Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590
Packer : Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560090
Item Weight : 730 g
Item Dimensions LxWxH : 20.3 x 31.7 x 50.8 Centimeters
Net Quantity : 1 count
Included Components : F Gear 1 Backpack
Generic Name : Laptop Backpack"
Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B26T7KQ/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1690028109&sr=8-68,3.9 out of 5 stars,1099,699,B09B26T7KQ,Safari Industries,"100% Polyester, High Quality, Durable and Water Resistant Fabric
Front storage pocket keeps smaller items neatly organized and easy to access
Mesh pockets on both sides to accommodate your water bottle and umbrella
Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects
Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult","Product Dimensions : 32 x 46 x 16 cm; 350 Grams
Date First Available : 22 July 2021
Manufacturer : Safari Industries
ASIN : B09B26T7KQ
Item model number : SHEILD19CBBLU
Country of Origin : India
Department : unisex-adult
Manufacturer : Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Packer : 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Importer : 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Item Weight : 350 g
Item Dimensions LxWxH : 32 x 46 x 16 Centimeters
Generic Name : Backpack"
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1690028120&sr=8-67,4.0 out of 5 stars,4894,679,B09VTDMRY7,FUR JADEN,"Care Instructions: Wipe with Damp Cloth
Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.<br>
USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.<br>
Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.<br>
Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects<br>
Age Range Description: Adult; Closure Type: Zipper; Lining Description: Polyester<br>","Product Dimensions : 30 x 18 x 42 cm; 700 Grams
Date First Available : 17 March 2022
Manufacturer : FUR JADEN
ASIN : B09VTDMRY7
Item model number : BM83
Country of Origin : India
Department : unisex-adult
Manufacturer : FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002
Packer : Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002
Item Weight : 700 g
Item Dimensions LxWxH : 30 x 18 x 42 Centimeters
Net Quantity : 1.00 Unit
Generic Name : Anti Theft Laptop Backpack"
Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B26T7KQ/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1690028120&sr=8-68,3.9 out of 5 stars,1099,699,B09B26T7KQ,Safari Industries,"100% Polyester, High Quality, Durable and Water Resistant Fabric
Front storage pocket keeps smaller items neatly organized and easy to access
Mesh pockets on both sides to accommodate your water bottle and umbrella
Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects
Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult","Product Dimensions : 32 x 46 x 16 cm; 350 Grams
Date First Available : 22 July 2021
Manufacturer : Safari Industries
ASIN : B09B26T7KQ
Item model number : SHEILD19CBBLU
Country of Origin : India
Department : unisex-adult
Manufacturer : Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Packer : 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Importer : 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Item Weight : 350 g
Item Dimensions LxWxH : 32 x 46 x 16 Centimeters
Generic Name : Backpack"
Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WNFN1XS/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1690028120&sr=8-69,4.0 out of 5 stars,13529,799,B07WNFN1XS,Lunar's,"STORAGE CAPACITY : The backpack for men has 3 large compartments, 1 front zip pocket and daily essentials. 1 Side Bottle Holder, 1 Internal Organiser to store pens, keys, money etc. This casual bag/laptop bag can also accommodate files and a 15.6 inch laptop/MacBook or a tablet easily. In deed a perfect all-rounder backpack for men, school bags for boys and girls, college bags for men and college bag for girls, office bag for men and women. One Bag multiple uses. Great Value !!
FEATURES & WARRANTY : Strap Type: Adjustable; Closure Type: Zipper; Color Name: Navy Blue; Pattern Name: Solid; Compartment Description: Not Laptop Compatible; Special Features: Zip Closure; Capacity: 35 liters; Number of Compartments: 3 Compartments; Water Resistance Level: Water Resistant; Age Range Description: Kid; Style Name: Traditional Backpacks; Pocket Description: Utility Pocket; Warranty Description: This laptop bag for men has 1 Year Warranty for any manufacturing defects.
DIMENSIONS :19(H) x 12.5(W) x 8.5(B) inches. This school bags for boys has heavy duty zippers and it perfectly serves the purpose of a school bag, college bag, office bag with plenty of space on the inside.
MATERIAL : This college bags for men is made from Imported 420D. It is lightweight polyester fabric. These college bag for women has tested strength of 140 Kgs. It also has 900D super strong base with foam padding for protection.
THE ULTIMATE BACKPACK FOR MEN : This laptop bag has adjustable shoulders, padded handle, quick haul loop, 3D air flow panel preventing sweat. This 35L school bags for boys/college bag for girls can accommodate a water bottle on one side pocket or also an umbrella.","Product Dimensions : 31.75 x 21.59 x 48.26 cm; 440 Grams
Date First Available : 19 August 2019
Manufacturer : Lunar's
ASIN : B07WNFN1XS
Item model number : Comet
Country of Origin : India
Department : unisex-adult
Manufacturer : Lunar's, Akshaya Rubbers, Hebbal Industrial Area, Mysore
Item Weight : 440 g
Item Dimensions LxWxH : 31.8 x 21.6 x 48.3 Centimeters
Net Quantity : 1 Count"
